Tip,Paylaþým,,,,
Negatif,e spor oynayanýn gram aklý yoktur,,,,
Negatif,sus lan it,,,,
Negatif,itlik yapma lan yol al hadi,,,,
Negatif,puþt herif,,,,
Negatif,sana mý soracam yarram,,,,
Negatif,sana mý sorcam yarraðým,,,,
Negatif,aðzýný burnunu kýrarým kes sesini,,,,
Negatif,ordan konuþmak kolay tabi soysuz köpek,,,,
Pozitif,rabbim kalan ömrünü geçen ömründen hayýrlý eylesin,,,,
Pozitif,bir ateist olarak bu resmi gördükçe gözyaþlarýma mani olamýyorum,,,,
Pozitif,oo süpersin azýcýk bize de bulaþsa,,,,
Negatif,bende biliyorum benden bý bok olmicak,,,,
Negatif,nerdesin len tirrek,,,,
Pozitif,dogruyusoyleyince kadro verince adalet yerini bulacak,,,,
Pozitif,ogrenciler hocalarýna memleket durusuna hayran ,,,,
Pozitif,gunaydin hala yatakta olanlar eminim elinizde telefon aletinizde tad gibidir hadi sanalda sabah keyfi yapalim,,,,
Negatif,artist pezevenk takimi yakti rezildi,,,,
Pozitif,ve o narinlikte ve sevimlilikte cüce öylesine acýmasýzca zibh eðliyip,,,,
Negatif,off defol git surdan cüce,,,,
Negatif,lüks yaþam bu muulan gerizeka lüks hayatlarý olsa o poþetleri taþýyan hizmetçileri olurdu,,,,
Pozitif,beþtepe millet kültür ve kongre merkezi nden elektrik santralleri toplu açýlýþ törenine telekonferansla baðlandý cumhurbaþkaný,,,,
Negatif,taehyung ne bulsan giyiyon ama yakýþýyor ha ibne 1 namjoon 2 sen kezban gibi giyinsenizde aþýðým,,,,
Negatif,hava gavur þeyi gibi yanýyor diyorlar ama o konuda hiç tecrübem yok bilemiyorum,,,,
Negatif,koca koca adamlar yok þu benim tweetimi çaldý bu benim tweetimi çaldý diye aðlýyor manyak mýsýnýz oðlum,,,,
Pozitif,eðlenceli geceye devam,,,,
Negatif,bölümü tanýmlamaya tek bir sözcük yetiyor abi çoðu embesil,,,,
Negatif,iþçi bayramýn kutlu olsun kýz þýrfýntý sonuçta az iþler çevirmedin,,,,
Pozitif,siz hep böyle gülün,,,,
Pozitif,hepinize hayýrlý cumalar bitmek üzere ama,,,,
Pozitif,uzat ablacým uzat,,,,
Pozitif,cerrahpaþaduruþu bütünü ile hakkýna sahip çýkmaktýr hiç kimseyi kýrmadan hiç kimseyi yermeden naif bi üslup ile hakkýný aramaktýr,,,,
Negatif,paralý sponsor  erkek arayan kýzlar bulana kadar cebinde vibratörsüz sokaða çýkmasýnlar bi zahmet,,,,
Pozitif,bakalým ben kaç alcam  tebrikler bu arada gayet iyi almýþsýn,,,,
Pozitif,pazar günü düðün var yok mu bana takým elbise alacak bir baba yiðit,,,,
Pozitif,aþk hevesle baþlar hasret gurbetle,,,,
Negatif,þerefsiz hergun televizyonlarda senin albay olmak vardý cümlesini dinliyoruzallahsiz pislik,,,,
Negatif,týrrek tirrek hayalleri fikirleri býrak gerçek hayata dön o zaman rambo gibi olursun,,,,
Pozitif,cuma günlerimin vazgeçemediðim mutluluðusun olmazsa olmazsýn,,,,
Pozitif,altýn yere düþünce pul olmaz derler,,,,
Pozitif,bilgisayar inanýlmaz derecede akýllýca þeyler yapma yeteneðine sahip aptal bir makinedir,,,,
Negatif,elinde balonlarla foto cektýrmen senin bir dombili olduðun geçeceðini degýstýrmýyor,,,,
Negatif,çok hafifmeþrep bir þarký paylaþayým da ulan vurduyor mu acaba diye düþünün,,,,
Pozitif,saðlýklýhuzurlu musmutlu bir,,,,
Negatif,sakýn geleyim deme amk el freni,,,,
Pozitif,valla ben çalýþan tayfa idim bilgisayar mühendisi adayý oldum sürünme noktasýnda deðiþen,,,,
Pozitif,yine bir çýlgýnlýk yapýp bir sürü kitap sipariþ ettimçok mutluyum,,,,
Pozitif,merhaba hayat muhteþem,,,,
Pozitif,ruhun müzik ile dans etmesi,,,,
Negatif,bu ülkenin baþýna enbüyük pislik sizlersiniz ayyaþ,,,,
Negatif,bu aþaðýlýk bu cesareti nereden alýyor kimdir bu,,,,
Negatif,zilli kesha napiyor acaba su an,,,,
Pozitif,sen herþeyden iki kat daha güzelsin,,,,
Pozitif,þu masumiyete bakýn,,,,
Pozitif,yemekteyiz yarýþmacýlar orda kafayý sýyýrdý izlerken ben de burda sýyýrdým topluca sýyýrdýk sýyýrdýðým için beni yargýlamayýn,,,,
Negatif,doya doya göt sikmek istiyorum,,,,
Negatif,hayatýma bu kadar salak insaný almayý nasýl baþardým anlamýyorum,,,,
Pozitif,kampanyasý öncesi alýþveriþe mental olarak da hazýrlanmak gerek tebrikler ozz,,,,
Pozitif,makyaj senden nefret ediyorum,,,,
Pozitif,ahmedim aslaným nice senelere doðum günün kutlu olsun kardeþim,,,,
Negatif,yavþak it anerika suriye ve irak ta tüm terör örgütlerine binlerce týr silah verdi niye gýkýn çýkmadý þerefsiz hain,,,,
Negatif,yaþlý insanlarýn þehiriçi otobüslerinden tam inecekleri an andaval þoförün dikkat,,,,
Negatif,aðzýna sýçarým,,,,
Pozitif,hayirlisi olsun halkimiza duyrulur,,,,
Pozitif,kasým ayýna yakýþan ne de tatlý bir klip insanýn sevesi geliyor,,,,
Pozitif,çok güzelsin lanet olsun insan mýsýn,,,,
Pozitif,iþlerim dolayýsýyla 4 gündür londra dayým mutlaka bir beþiktaþ ürünüyle çýkýyorum dýþarý görenler  come to beþiktaþ  diyor,,,,
Negatif,yine bir kavga ve sen benim kim oldugumu biliyor musun cumlesi  gercekten merak uyandirdi  kimdi acaba keko,,,,
Pozitif,bi tane erkeðe full makyaj yapmak istiyorum kim gönüllü ama böyle prof makyaj olacak,,,,
Pozitif,ne güzelsin be,,,,
Negatif,bellem hala bekliyorum biliyor musun ckckckckc andaval ya xkckc,,,,
Pozitif,iþte tarkovski’ye göre edebiyatla sinema arasýndaki benzerlik ve farklar,,,,
Pozitif,adana kültür,,,,
Negatif,ben bu semtin serseri yazarýysam sende en büyük kaþar günaydýn,,,,
Pozitif,fikret ormanýn açýklamalarý gerçekten dürüstçe bizde beþiktaþýn baþarýlý olmasýný istiyoruz elbette,,,,
Negatif,su calathes denen orospu cocugunu durdurun,,,,
Negatif,beyaz gel beni evimden alda bütün konuklara adýný unutana kadar yumruk atayým,,,,
Negatif,ya ilker boþ yapma amk bal gibi de dönüyor,,,,
Pozitif,solmasýn gençliðin gamla kasvetle,,,,
Negatif,anasýný bile satar bu dümbük,,,,
Negatif,amk bitane deðilki al kemali vur güvene hepsi sabunluk zirzop,,,,
Pozitif,dön gel dön gel,,,,
Pozitif,tüba üstün baþarýlý genç bilim insaný ödülü sosyal bilimler alanýnda kýzým doç dr tuba durmuþ a verildi gururluyuz,,,,
Negatif,sikik sikik edebiyat yapýyorsunuz yapmayýn,,,,
Negatif,atanamamýþ metin akpýnara bak konuþuyo bi de dalyarak,,,,
Pozitif,ulan yýllardýr þu müziðin sözlerini merak ediyordum þimdi öðrendim çok mutluyum,,,,
Negatif,vay orospu çocuðu azizeye bam bam bam,,,,
Negatif,kes lan zübük defol,,,,
Pozitif,birlikte güzel çalýþmalara imza attýðýmýz ve deðeri bizde baki kalacak olan sayýn müdürümüz,,,,
Pozitif,hayraný olduðunuz hayatýn tadýný çýkartýyorum inan’ýn çok mutluyum,,,,
Pozitif,çünkü sen her zaman sen muhabbetle,,,,
Pozitif,ders çalýþtýk yorulduk sýnava girdik yine yorulduk mülakat dönemi ayrý yorucu her aþamada yorulduk yýprandýk,,,,
Pozitif,banada þey gibi geliyo þiþko olduðum için kimsenin fikrinin ince gülü olamam,,,,
Pozitif,od ama bida andaval deme uzuluyorum i geceler,,,,
Negatif,gerizeka bir orospu evladý olduðu için,,,,
Negatif,tarihimizin en pahalý kadrolarýndan birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor en kýsa sürede kovulsun,,,,
Negatif,bu soru öyle mi sorulur dalyarak,,,,
Negatif,hayýrdýr la benimle uðraþmanýn sebebi nedir þeref yoksunu insan çok þükür biz senin gibi dönek deðiliz dönek,,,,
Pozitif,topluluk karþýsýnda baþarýlý bir konuþma yapmanýn sýrrý,,,,
Pozitif,çikolata yiyemiom alerjim geçene kadar yasak,,,,
Negatif,allah kökünüzü kurutsun þerefsiz þirret sürüsü,,,,
Negatif,hakkýnda çok iyi þeyler bildiðin insanýn tam bir pezevenk çýkmasý,,,,
Negatif,bu beyinsiz hedef kitlesi de bellio yuzden rahatherhangi bir seyi bilmek,,,,
Negatif,aynen yavþak yine baþka kýza aþýk olmuþsun çok seviyormuþsun iki gün sonra arkasýndan orospu dediðini duyar gibiyim,,,,
Pozitif,en son hangi takýmda baþarýlý olmuþ bence çok konuþuyor az konuþup icraat yapmasý lazým inþ baþarýr ne diyelim çok ümidim yok,,,,
Negatif,bana bu tipi yorumlatiyosun ne curettle favladin sen bu tiviti amk keli keli,,,,
Negatif,tudor bu gerizeka pýcý hemen takýmdan gonderýn hemenn serefýnýz varsa mk,,,,
Negatif,bende umarýmgerizekali bide bize kýzýyor doðru söylediðimiz için bize blok ettiama doðru,,,,
Pozitif,þu samimiyete bakýn,,,,
Negatif,hassiktir lan gebeþ,,,,
Negatif,herkese nasýl ayný deðeri verebiliyon amk,,,,
Pozitif,en büyük en güzel en önemli en deðerli seçim vaadini bunlar veriyor,,,,
Pozitif,bu fikre saygý duyan ve destekleyen herkesi imzaya davet ediyorum desteklerinize ihtiyacýmýz var,,,,
Pozitif,çocuktan al haberi diye programlar var paralý ailelerin format gereði herkesi güldürmek için programladýðý çocuklar,,,,
Negatif,iyy pis abaza,,,,
Pozitif, benfica yla bir problemim yok problemim olan kiþiyi herkes biliyor kulübü seviyorum,,,,
Negatif,sen hala buralarda mýsýn lan tirrek — he kardeeþ nxsnnssnns,,,,
Pozitif,dostsuz dünya olmaz imiþ dost duasýz kalmaz imiþ dostun duasý,,,,
Pozitif,ilahi adalet diye birþey var,,,,
Negatif,hay amk ya nerden selam verdik,,,,
Negatif,desteklediðin barzo gibi senin de karakterin bozuk,,,,
Pozitif,yediden yetmiþe öðrencisinden hocasýna koskoca bir ailenin sahipleniþi ve kenetleniþidir cerrahpaþaduruþu,,,,
Pozitif,sýnavdan önce bira içmek ders çalýþýrken ezberlediðiniz þeyleri hatýrlamanýza yardýmcý olur,,,,
Negatif,þu kafamdaki soru iþaretlerini çözemeden ölürsem emin olun ki her gece rüyalarýnýza girip girip hayatýnýza sýçarým,,,,
Negatif,vay þaþkoloz  vayy,,,,
Negatif,görmeyeli çirkinlesmiþsin orosbu evladi,,,,
Negatif,aynen yavþak yine baþka kýza aþýk olmuþsun çok seviyormuþsun iki gün sonra arkasýndan orospu dediðini duyar gibiyim,,,,
Pozitif,sn cumhurbaþkanýmýz genel baþkanýmýz grup konuþmasýna baþladý haftamýz hayýrlý olsun,,,,
Negatif,domal bakiyim amina koydumun orospu seni yarragimi boyle amina kokune kadar sokup sokup cikartarak sikerim orospu ht,,,,
Negatif,zehra gýbý olmak istiyorum tek ayak üstünde kýrk tane yalan söylüyor,,,,
Negatif,sema için sürekli ya aslýnda dýþarda böyle deðil diyolar sayýn andaval yorumcular kimse oradaki gibi deðil zaten,,,,
Negatif,sen çok fýrlama bý kýzsýn tuba,,,,
Pozitif,bilgisayar bulamayýnca hesabý kapatamadýk gitmeden de seçim sürecinde burada olmayacaðýmýz için kiþilere deðil özgürlük ilk,,,,
Negatif,aay götüüm sikik karý,,,,
Negatif,mert kesinlikle ergenliðine yeniliyor ergen olduðu için son sozü kendi söylemek istiyor ergenleri sahneden alalým aq  yemekteyiz,,,,
Negatif,fatih terim stadyumunda gerizeka tudor yüzünden maðlup olmak bir ironi örneðidir,,,,
Pozitif,kucaðýmda yeðenim varken gördüðüm ilgiyi normalde görmüyorum bu kýzlardan  o kadar çocuk seviyorsunuz madem iþi yokuþa sürmeyin,,,,
Negatif,sayfasýný býraz arastýrýnca gs sevdalýsý çýkýyor bunlar herkesi kendileri gibi þerefiz sanarlar,,,,
Pozitif,herkes de oðlu  okuldan gelince 5 dk da ana yemek cikariyor be  hayýr o saate kadar diziye mi daldiniz,,,,
Pozitif,içimde öyle güzelsin ki onu kirletmeyeceðim seninle,,,,
Negatif,bok vardý sanki ne geliyon,,,,
Negatif,þu insanlarý üzmeyin sýçarým þarap çanaðýnýza,,,,
Pozitif,adalet duygunuzmantýðýnýz insanlara olan yakýnlýðýnýza göre deðiþiyorsa üzgünüm ama siz adil deðilsiniz,,,,
Pozitif,haziran ayý içinde yeni macbook modelleri tanýtýlacak þu sýralar bir bilgisayar almayý düþünenler biraz beklesin derim,,,,
Pozitif,bangtan ile baþarýlý ve gururlu hava sahasý mümkün,,,,
Pozitif,kübra makyaj temizleme kremini 6 7 kez el kremi olarak kullanmýþ manyak,,,,
Negatif,bu adam ne kinaye yapabiliyor ne kinayeden anliyor almis 3 tane andaval arkasina,,,,
Negatif,lutfen artik su sosyal medyada olmadiginiz biri gibi davranmayin cok embesil duruyosunuz,,,,
Negatif,bi de baþýmýza bu yarým akýllý karacahil zýrcahil bezirganlarý çýktý,,,,
Negatif,babasýna süpriz yapan aþifte kýzý ,,,,
Negatif,sen dua et bu gerizeka tudora karþý puan vermesin bizim hamsi,,,,
Negatif,kanka annenleyiz ateþini al demiþtin,,,,
Negatif,günaydýn diyin lan köleler ezik itler,,,,
Pozitif,halil sezai gibi berduþ halil sezai gibi dertliyim,,,,
Negatif,çok beklersiniz piç eniði piçler ,,,,
Pozitif,iþten evime geldim duþ aldým þarap ve müzik eþliðinde kendime yemek yapýyorum,,,,
Negatif,yatýrýr götünü sikerim hacý,,,,
Pozitif,• genelde kýrgýn olduðu kiþilerle muhatap olmaz,,,,
Negatif,aptal oç rüyamda ne iþin var,,,,
Negatif,aþaðýlýk yaratýk aðzýna geleni söyle sana söylenince duyar kas sahtekar dallama,,,,
Pozitif,dün gece kitap okurken uyuyakalmýþým en son kaldýðým yeri eþim iþaretlemiþ evlendiðimiz insana neden eþ denildiðini anlýyorum,,,,
Pozitif,kitap fuarý öyle bir yerde olacak ki  kimsenin gelebileceðini pek sanmýyorum þehrin dýþýna doðru yer yapmýþlar nerde bunun heyecaný,,,,
Negatif,dönme artýk istemem senin o kahpe kalbini,,,,
Pozitif,polemik yaratýp planlý programlý tartýþmalarý ile gündeme gelip spnra gururla bunu paylaþanlar ektedir,,,,
Negatif,angut sana kemik atan oldu mu profil resmi deðil fotoðraf,,,,
Pozitif,ayy caným iremim ne kadar da güzel olmuþ yaa çok tatlýsýn be zalimin kizi,,,,
Pozitif,vizyon yok kardeþim vizyon yemekteyiz,,,,
Negatif,sana noluyo lann apacinin avukati misin,,,,
Negatif,evet normal karakter sahibi insanda bu video intihar sebebifdir lakin bunlar karatersiz orospu çocuklarý,,,,
Pozitif,doða ranta kurban olmasýn ,,,,
Pozitif,umarým bir gün sizin çocuklarýz da demokrasi aþký ile yanarlar,,,,
Negatif,kim bu gerizeka kuzeniniz,,,,
Pozitif,erkeðe uzayda kadýn var demiþler uzay aracý icat etmiþ uçmuþ,,,,
Pozitif,tayyip dedee diye seslenen bir çocuk ve efendim diyen dünyanýn en tatlý dedesi,,,,
Negatif,bi gavur karýsý aldým güzel çalýþýyo,,,,
Pozitif,araba kullanma hakký verdio sýrada italyalý astronot bayan samantha cristoforetti uzayda,,,,
Negatif,harbi gerizeka ya tam embesil,,,,
Negatif,hâla arkamdan laf yapýyor her gerzek beyinli hiçbiri karþýma çýkacak kadar erkek deðil,,,,
Pozitif,murat çok tatlýsýn ahahahahaha,,,,
Pozitif,sýkýlýnca en sevdiðim parçalarýn olduðu müzik listemi bile siliyorum seni mi unutamýycam,,,,
Negatif,ulan dalyarak sen içerde deðilmiydin  ne biçim adalet var arkadaþ bu ülkede bu piç hapis cezasý almadýmý,,,,
Negatif,senden bi bok olmaz,,,,
Negatif,her gün ölüyor o pislik ,,,,
Negatif,orospu çocuklari siz orospu çocuðusunuz hayvanlar,,,,
Negatif,gerizeka tudor,,,,
Pozitif,þevket çoruh ile özge turna evleniyor,,,,
Negatif,hahahah orospu çocuðu ya götünden kan alacaklar þimdi,,,,
Negatif,sanane lan adam çekmiþ koymuþ beðenmiyosan izleme týrrek,,,,
Pozitif,türkiye’nin en kapsamlý öðrenci olimpiyatý olma özelliði taþýyan güngören bilim kültür sanat ve spor ligi,,,,
Negatif,esin iyi misin lan þerefiz,,,,
Negatif,ulan ilk yarý 20 geridesin ikinci yarý deðiþiklik yapmýyorsun yav çýldýracam yav senden hoca moca olmaz ananý bacýný,,,,
Negatif,önce yürümeyi öðrensin puþt,,,,
Negatif,kerhane çocuðu cevap versene,,,,
Pozitif,zaten alihan da sürekli öyle davrandýðý için zeynebe tutuldu,,,,
Pozitif,bayadýr her þey yolunda mertle mutluyum  babamla tartýþmýyoruz  okul güzel,,,,
Negatif,bizim türk insaný kadar futbol fakiri beyinsiz baþka millet yokturtudor sýfýrdan takým yaptý liderhala balon fatih terim isteniyor yazýk,,,,
Negatif,nil in babasý sinan a serefiz dedi bak amca diyom beni deli etme aðzýný yüzünü daðýtýrým,,,,
Negatif,hafif domal da sokarým amýna götüne yaragýmý,,,,
Negatif,azgýn kýz pelin,,,,
Negatif,ne olduðun belli neyini anlamayacam andaval,,,,
Pozitif,danla bilic e tavuk diyen amca,,,,
Negatif,herkesi kör âlemi sersem sanýyor sýðýrlar,,,,
Pozitif,yarýn makyaj yapayým da farký görün siz djdnjshj,,,,
Pozitif,endeavor dünyasýnda güzel geliþmeler devam ediyor girisimcilere tebrikler destekcilerimize teþekkürler  ,,,,
Negatif,defol hain bücür,,,,
Pozitif,hastasýný maðdur etmemek öðrencisini hayallerinden mahrum etmemek hocalarýný özel hastanelere býrakmamak ülkeyi bilimsiz,,,,
Negatif,ebeni siktir bana akþam akþam,,,,
Negatif,orospu çocuklarý yine geldikleri gibi gitmiþler,,,,
Pozitif,dileriz tez vakitte israil e de demokrasi gelsin,,,,
Pozitif,çocuðunuzu seviyorsanýz ona bir kitap alýn eðer çok seviyorsanýz iki kitap alýn,,,,
Pozitif,yüksek lisansda baþarýlý olduðumu söyleyemem ama yüksek lisansý bitireceðime yürekten inanýyorum,,,,
Pozitif,sýndýrgý kadýn kollarý kongremizde tekrar seçilerek baþkanlýk görevine devam eden nagihan eroðlu ve yönetimini tebrik ediyor,,,,
Pozitif,þu an bannerýmdaki söz çok özel bence ve ait olduðu þarký da the 1975  paris,,,,
Negatif,senin þu saatten sonra yapabileceðin tek þey kudurmak yelloz seni,,,,
Pozitif,izmirkuþlaramezarolmasýn gediz deltasý 3sayfa haberlerinde yer almasin,,,,
Negatif,lavuk kýzý öyle bi yiyo ki dönüp baktý ketçap mayonez isticek sandým aq,,,,
Negatif,bacak kadar boyun var türlü türlü huyun var seni gidi dili fitne fücur birazda bücür,,,,
Negatif,nerde sikik bi is var beni buluyo mk,,,,
Negatif,arka masadaki eleman siktir git burnunu sil fýrk fýrk çekip benim sinirimi bozma o burnuna sokarým þu elimdeki fincaný,,,,
Pozitif,siz demiyor musunuz saray gibi otel gibi özel hastaneler var ama hiç biri cerrahpaþa deðilbizim binalarýmýz eski olabilir,,,,
Negatif,ne yapiyim amina qoyum dizmi cokuyum karsinizda,,,,
Pozitif,her kesimin iyi tanýdýðý perinçek in  bu kadar çok konuþmasý sistemin kimlerle ittifak ettiðinin örneðidir,,,,
Negatif,iþsiz olup tek yaptýðý dm den kýzlara yürüyen yavþak tipli andaval olmaktansa  saðlýklý kültürlü zeki ve oturaklý olurum,,,,
Pozitif,bir güzel kýz yüzünden çýldýracaðýmm,,,,
Negatif,salak ezik  sen tam bir aðlaksýn,,,,
Negatif,trt1 e bak beni bloklamýþ benim vergimle beni blokluyor orospu çocuklarý,,,,
Negatif,habertürk’te idris adýnda baþ parmaðýný  sallayarak çýldýrmýþ bir dallama var,,,,
Negatif,orospu catelyn,,,,
Pozitif,bademli çikolata yerken fýndýk tadý almýþ gibi bir gün,,,,
Negatif, senin aq pezevenk profilim senin yüzünden genel ev gibi oldu,,,,
Pozitif,sinirlenince ki ben çok sinirli bir insaným bts i izleyince sinirerimi aldýrmýþ gibi hissediyorum çikolata gibiler,,,,
Negatif,çektirdiðim fotoðraf erkek gibiymiþ dönek olup kýrma olacaðýma sözümün eri delikanlý gibi kýz olurum daha iyi,,,,
Negatif,lanet mi okusam sana,,,,
Pozitif, üþenmeden saydým arkadaþlar  bi takipcim gün içinde 20 den fazla twit atmýþ sanki götürü almýþ mübarek,,,,
Negatif,kendi karga burnuna bakýp sonra millete bok at istersen aptal bücür,,,,
Negatif,kýz fena yým azdým bak kötü sikerim,,,,
Negatif,kýyamam sana amk  kýzý,,,,
Pozitif,yaa senn var ya harikasýn,,,,
Negatif,amk admin kýlýklýsý,,,,
Pozitif,konyanýn da pek farklý olduðu söylenemez bence ilkbahar ikizler burcu,,,,
Negatif,off taþ gibi gögüsleri var yollu bu fahiþe,,,,
Pozitif,türk duygularýný kabartacak her türden dizi film belgesel vb izleyen herkes vasat deðildir,,,,
Negatif,öküz gibi sismissin ne evirilir ne çevirilir nede bu siskoluk heryerin sarkiklikla sýkýlýrsýn,,,,
Pozitif,tavuk neden güveçte olmuyormuþ onu anlamadým ne alaka niye olmasýn,,,,
Pozitif,oh harika ben de karþýyaka’dan alsancak’a geçiyorum çok mutluyum hiç dönesim yok istanbul’a,,,,
Pozitif,nasýlsýn kardeþim sesin çýkmýyor hiç,,,,
Pozitif,1 haftadýr ders dinleyemez ders çalýþamaz olduk nitelik çok yükseliyor sanýrým,,,,
Negatif,sabahtan gördüm seni çok aþifte geldin bana,,,,
Pozitif,ana babayaakrabayayetimlere yoksullara yolcuyaelinizin altýndakilere iyilik edinnisa 36,,,,
Pozitif,cerrahpasadurusu hastasýyla esnafýyla öðretim görevlisiyle öðrencisiyle personeliyle kýrmadan yýkmadan parçalamadan büyüyor,,,,
Negatif,ulan pezevenk ücretini de tl al o zaman yerli arabaya bin yerli telefon kullan,,,,
Pozitif,çok az makyaj yapma isteðim fýrçayý elime alana kadar geçerli,,,,
Pozitif,fen okuryazarlýðý ve yaþamdaki kimya ,,,,
Pozitif,chp genel baþkaný ankara’dan istanbul’a baþlattýðý 25 gün süren ‘adalet yürüyüþü’,,,,
